,0
danceability,0.5837014771767757
energy,0.6913866142046968
loudness,-6.804875262384714
speechiness,0.05155304817482759
acousticness,0.36263534001540154
instrumentalness,0.0028377643688087435
liveness,0.15332287299781167
valence,0.4278415149160592
tempo,112.4880778927358
duration_ms,235847.82537685707
